data_name,num_classes,data_type,size,rho,distribution,variant,sampling_modifiedRS_rho,sampling_weightedRS_percentage,augmentation_rho,augmentation_percentage,augmentation_top_k,wce_alpha,fl_gamma,val_f1_macro,test_f1_macro,test_f1_macro_std,train_f1_macro,train_f1_per_label_0,train_f1_per_label_1,train_f1_per_label_2,train_f1_per_label_3,train_f1_per_label_4,train_accuracy,train_precision_macro,train_precision_weighted,train_recall_macro,train_recall_weighted,train_auprc,val_f1_per_label_0,val_f1_per_label_1,val_f1_per_label_2,val_f1_per_label_3,val_f1_per_label_4,val_accuracy,val_precision_macro,val_precision_weighted,val_recall_macro,val_recall_weighted,val_auprc,test_f1_per_label_0,test_f1_per_label_1,test_f1_per_label_2,test_f1_per_label_3,test_f1_per_label_4,test_accuracy,test_precision_macro,test_precision_weighted,test_recall_macro,test_recall_weighted,test_auprc
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_external_data_preprocessing,-,-,7.5,-,-,-,-,78.84,78.94,0.9,98.09,99.55,96.63,0.0,0.0,0.0,99.21,98.24,99.21,97.95,99.21,99.62,96.61,61.07,0.0,0.0,0.0,93.77,79.24,93.87,78.99,93.77,81.42,96.65,61.23,0.0,0.0,0.0,93.83,79.39,93.91,79.06,93.83,82.08
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",baseline,-,-,-,-,-,-,-,79.24,79.22,0.55,97.55,99.61,95.48,0.0,0.0,0.0,99.28,97.81,99.28,97.29,99.28,99.18,96.75,61.73,0.0,0.0,0.0,94.01,80.13,93.94,78.62,94.01,82.43,96.79,61.66,0.0,0.0,0.0,94.08,80.46,93.96,78.36,94.08,82.94
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",fl,-,-,-,-,-,-,0.1,79.32,79.02,0.35,98.21,99.72,96.7,0.0,0.0,0.0,99.48,98.38,99.47,98.04,99.48,99.58,96.74,61.9,0.0,0.0,0.0,94.0,79.71,93.93,78.97,94.0,82.35,96.69,61.35,0.0,0.0,0.0,93.9,79.31,93.84,78.74,93.9,83.13
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",fl,-,-,-,-,-,-,0.2,79.35,78.54,0.19,97.66,99.63,95.69,0.0,0.0,0.0,99.32,97.83,99.31,97.49,99.32,99.28,96.96,61.73,0.0,0.0,0.0,94.38,82.04,94.02,77.2,94.38,82.95,96.84,60.24,0.0,0.0,0.0,94.15,81.09,93.79,76.52,94.15,82.81
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",fl,-,-,-,-,-,-,0.5,79.23,78.98,0.65,97.8,99.65,95.95,0.0,0.0,0.0,99.36,97.98,99.35,97.62,99.36,99.28,96.83,61.64,0.0,0.0,0.0,94.14,80.75,93.96,78.12,94.14,82.96,96.8,61.15,0.0,0.0,0.0,94.08,80.62,93.9,77.77,94.08,83.15
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",fl,-,-,-,-,-,-,1.0,79.03,78.67,1.66,98.12,99.7,96.55,0.0,0.0,0.0,99.45,98.26,99.45,97.99,99.45,99.5,96.86,61.21,0.0,0.0,0.0,94.2,81.11,93.92,77.46,94.2,82.44,96.81,60.53,0.0,0.0,0.0,94.09,80.52,93.8,77.2,94.09,82.35
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",fl,-,-,-,-,-,-,2.0,79.03,79.05,0.66,98.09,99.7,96.49,0.0,0.0,0.0,99.44,98.13,99.44,98.05,99.44,99.57,96.74,61.33,0.0,0.0,0.0,93.99,80.24,93.92,78.32,93.99,83.05,96.76,61.35,0.0,0.0,0.0,94.02,80.12,93.91,78.33,94.02,83.36
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",fl,-,-,-,-,-,-,5.0,79.43,78.85,0.82,97.16,99.55,94.78,0.0,0.0,0.0,99.17,97.17,99.17,97.16,99.17,99.24,96.82,62.04,0.0,0.0,0.0,94.14,80.48,93.98,78.57,94.14,82.67,96.69,61.01,0.0,0.0,0.0,93.9,79.46,93.82,78.39,93.9,83.29
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",sampling_modifiedRS_oversampling,2.0,-,-,-,-,-,-,78.88,78.72,0.74,99.55,99.7,99.39,0.0,0.0,0.0,99.6,99.53,99.6,99.56,99.6,99.97,96.73,61.04,0.0,0.0,0.0,93.97,79.84,93.82,78.1,93.97,80.81,96.67,60.77,0.0,0.0,0.0,93.85,79.28,93.78,78.31,93.85,81.52
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",sampling_modifiedRS_oversampling,3.0,-,-,-,-,-,-,78.81,79.47,0.31,99.17,99.59,98.76,0.0,0.0,0.0,99.38,99.14,99.38,99.2,99.38,99.93,96.67,60.96,0.0,0.0,0.0,93.87,79.4,93.8,78.37,93.87,82.32,96.76,62.18,0.0,0.0,0.0,94.04,79.97,94.01,79.18,94.04,82.97
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",sampling_modifiedRS_oversampling,5.0,-,-,-,-,-,-,79.16,79.65,0.85,98.78,99.59,97.96,0.0,0.0,0.0,99.32,98.81,99.32,98.75,99.32,99.82,96.7,61.61,0.0,0.0,0.0,93.93,79.67,93.91,78.89,93.93,82.97,96.73,62.56,0.0,0.0,0.0,93.99,79.67,94.07,79.91,93.99,83.89
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",sampling_modifiedRS_oversampling,7.5,-,-,-,-,-,-,79.0,79.24,0.4,98.26,99.59,96.93,0.0,0.0,0.0,99.28,98.51,99.28,98.02,99.28,99.62,96.85,61.16,0.0,0.0,0.0,94.18,81.09,93.92,77.47,94.18,82.57,96.85,61.63,0.0,0.0,0.0,94.19,80.97,93.98,77.95,94.19,83.23
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",sampling_modifiedRS_undersampling,2.0,-,-,-,-,-,-,79.06,79.24,0.46,98.53,99.01,98.05,0.0,0.0,0.0,98.69,98.34,98.7,98.73,98.69,99.59,96.61,61.52,0.0,0.0,0.0,93.77,79.03,93.9,79.42,93.77,82.36,96.63,61.86,0.0,0.0,0.0,93.8,79.04,93.96,79.74,93.8,82.78
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",sampling_modifiedRS_undersampling,3.0,-,-,-,-,-,-,79.12,78.71,0.51,97.01,98.49,95.54,0.0,0.0,0.0,97.74,96.73,97.77,97.3,97.74,99.05,96.44,61.8,0.0,0.0,0.0,93.49,77.69,93.92,80.86,93.49,82.29,96.3,61.13,0.0,0.0,0.0,93.24,76.85,93.84,81.08,93.24,82.45
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",sampling_modifiedRS_undersampling,5.0,-,-,-,-,-,-,79.25,79.26,0.36,96.99,98.99,94.99,0.0,0.0,0.0,98.31,96.64,98.33,97.35,98.31,99.01,96.54,61.96,0.0,0.0,0.0,93.67,78.51,93.96,80.31,93.67,82.76,96.56,61.95,0.0,0.0,0.0,93.7,78.54,93.97,80.33,93.7,83.17
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",sampling_modifiedRS_undersampling,7.5,-,-,-,-,-,-,79.39,79.21,0.35,97.36,99.38,95.35,0.0,0.0,0.0,98.9,97.18,98.91,97.54,98.9,99.13,96.6,62.19,0.0,0.0,0.0,93.76,78.88,94.01,80.32,93.76,83.1,96.56,61.87,0.0,0.0,0.0,93.69,78.64,93.97,80.23,93.69,83.14
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",th,-,-,-,-,-,-,-,77.34,77.73,0.25,98.82,99.81,97.82,0.0,0.0,0.0,99.65,98.86,99.65,98.78,99.65,99.77,96.06,58.63,0.0,0.0,0.0,92.8,75.58,93.43,79.61,92.8,80.07,96.1,59.37,0.0,0.0,0.0,92.88,75.82,93.57,80.27,92.88,81.09
